Faces_annotation_0349 Faces_annotation_0431
schooner_annotation_0047 schooner_annotation_0050
schooner_annotation_0041 schooner_annotation_0006
schooner_annotation_0062 schooner_annotation_0024
schooner_annotation_0021 schooner_annotation_0049
schooner_annotation_0027 schooner_annotation_0013
schooner_annotation_0031 schooner_annotation_0023
schooner_annotation_0058 schooner_annotation_0014
schooner_annotation_0037 schooner_annotation_0001
schooner_annotation_0027 schooner_annotation_0013
schooner_annotation_0029 schooner_annotation_0029
scissors_annotation_0027 scissors_annotation_0028
scissors_annotation_0019 scissors_annotation_0031
scissors_annotation_0006 scissors_annotation_0028
scissors_annotation_0032 scissors_annotation_0005
scissors_annotation_0003 scissors_annotation_0013
scissors_annotation_0005 scissors_annotation_0034
scissors_annotation_0034 scissors_annotation_0027
scissors_annotation_0027 scissors_annotation_0010
scissors_annotation_0020 scissors_annotation_0002
scissors_annotation_0025 scissors_annotation_0011
scissors_annotation_0033 scissors_annotation_0030
scissors_annotation_0001 scissors_annotation_0017
scissors_annotation_0021 scissors_annotation_0038
scissors_annotation_0015 scissors_annotation_0004
scissors_annotation_0003 scissors_annotation_0001
scorpion_annotation_0052 scorpion_annotation_0006
scorpion_annotation_0018 scorpion_annotation_0008
scorpion_annotation_0064 scorpion_annotation_0023
scorpion_annotation_0060 scorpion_annotation_0013
scorpion_annotation_0035 scorpion_annotation_0031
scorpion_annotation_0021 scorpion_annotation_0058
scorpion_annotation_0045 scorpion_annotation_0009
scorpion_annotation_0067 scorpion_annotation_0075
scorpion_annotation_0065 scorpion_annotation_0040
scorpion_annotation_0032 scorpion_annotation_0045
scorpion_annotation_0037 scorpion_annotation_0007
scorpion_annotation_0083 scorpion_annotation_0012
scorpion_annotation_0076 scorpion_annotation_0003
scorpion_annotation_0062 scorpion_annotation_0023
scorpion_annotation_0019 scorpion_annotation_0064
sea_horse_annotation_0054 sea_horse_annotation_0021
sea_horse_annotation_0001 sea_horse_annotation_0041
sea_horse_annotation_0004 sea_horse_annotation_0002
sea_horse_annotation_0039 sea_horse_annotation_0034
sea_horse_annotation_0033 sea_horse_annotation_0020
sea_horse_annotation_0014 sea_horse_annotation_0026
sea_horse_annotation_0051 sea_horse_annotation_0009
sea_horse_annotation_0027 sea_horse_annotation_0011
sea_horse_annotation_0035 sea_horse_annotation_0034
sea_horse_annotation_0018 sea_horse_annotation_0024
sea_horse_annotation_0008 sea_horse_annotation_0018
sea_horse_annotation_0053 sea_horse_annotation_0026
sea_horse_annotation_0055 sea_horse_annotation_0024
sea_horse_annotation_0057 sea_horse_annotation_0051
sea_horse_annotation_0013 sea_horse_annotation_0024
snoopy_annotation_0026 snoopy_annotation_0021
snoopy_annotation_0010 snoopy_annotation_0001
snoopy_annotation_0009 snoopy_annotation_0023
snoopy_annotation_0006 snoopy_annotation_0034
snoopy_annotation_0022 snoopy_annotation_0018
snoopy_annotation_0022 snoopy_annotation_0022
snoopy_annotation_0033 snoopy_annotation_0025
snoopy_annotation_0034 snoopy_annotation_0003
snoopy_annotation_0029 snoopy_annotation_0007
snoopy_annotation_0022 snoopy_annotation_0031
snoopy_annotation_0032 snoopy_annotation_0028
snoopy_annotation_0019 snoopy_annotation_0033
snoopy_annotation_0017 snoopy_annotation_0011
snoopy_annotation_0009 snoopy_annotation_0031
snoopy_annotation_0027 snoopy_annotation_0029
soccer_ball_annotation_0054 soccer_ball_annotation_0012
soccer_ball_annotation_0028 soccer_ball_annotation_0024
soccer_ball_annotation_0035 soccer_ball_annotation_0060
soccer_ball_annotation_0059 soccer_ball_annotation_0045
soccer_ball_annotation_0039 soccer_ball_annotation_0011
soccer_ball_annotation_0001 soccer_ball_annotation_0050
soccer_ball_annotation_0018 soccer_ball_annotation_0027
soccer_ball_annotation_0009 soccer_ball_annotation_0046
soccer_ball_annotation_0046 soccer_ball_annotation_0022
soccer_ball_annotation_0003 soccer_ball_annotation_0036
soccer_ball_annotation_0028 soccer_ball_annotation_0064
soccer_ball_annotation_0044 soccer_ball_annotation_0043
soccer_ball_annotation_0036 soccer_ball_annotation_0057
soccer_ball_annotation_0012 soccer_ball_annotation_0023
soccer_ball_annotation_0006 soccer_ball_annotation_0028
stapler_annotation_0033 stapler_annotation_0032
stapler_annotation_0045 stapler_annotation_0042
stapler_annotation_0022 stapler_annotation_0032
stapler_annotation_0015 stapler_annotation_0006
stapler_annotation_0028 stapler_annotation_0030
stapler_annotation_0035 stapler_annotation_0017
stapler_annotation_0018 stapler_annotation_0023
stapler_annotation_0010 stapler_annotation_0018
stapler_annotation_0018 stapler_annotation_0044
stapler_annotation_0003 stapler_annotation_0006
stapler_annotation_0020 stapler_annotation_0026
stapler_annotation_0032 stapler_annotation_0022
stapler_annotation_0023 stapler_annotation_0008
stapler_annotation_0033 stapler_annotation_0024
stapler_annotation_0014 stapler_annotation_0015
starfish_annotation_0068 starfish_annotation_0029
starfish_annotation_0006 starfish_annotation_0024
starfish_annotation_0054 starfish_annotation_0010
starfish_annotation_0055 starfish_annotation_0016
starfish_annotation_0007 starfish_annotation_0034
starfish_annotation_0073 starfish_annotation_0072
starfish_annotation_0075 starfish_annotation_0066
starfish_annotation_0066 starfish_annotation_0085
starfish_annotation_0081 starfish_annotation_0062
starfish_annotation_0056 starfish_annotation_0030
starfish_annotation_0086 starfish_annotation_0047
starfish_annotation_0064 starfish_annotation_0064
starfish_annotation_0005 starfish_annotation_0080
starfish_annotation_0001 starfish_annotation_0012
starfish_annotation_0072 starfish_annotation_0020
stegosaurus_annotation_0020 stegosaurus_annotation_0034
stegosaurus_annotation_0020 stegosaurus_annotation_0037
stegosaurus_annotation_0052 stegosaurus_annotation_0027
stegosaurus_annotation_0040 stegosaurus_annotation_0045
stegosaurus_annotation_0002 stegosaurus_annotation_0034
stegosaurus_annotation_0031 stegosaurus_annotation_0046
stegosaurus_annotation_0031 stegosaurus_annotation_0044
stegosaurus_annotation_0024 stegosaurus_annotation_0057
stegosaurus_annotation_0055 stegosaurus_annotation_0046
stegosaurus_annotation_0059 stegosaurus_annotation_0034
stegosaurus_annotation_0033 stegosaurus_annotation_0036
stegosaurus_annotation_0034 stegosaurus_annotation_0035
stegosaurus_annotation_0014 stegosaurus_annotation_0057
stegosaurus_annotation_0048 stegosaurus_annotation_0027
stegosaurus_annotation_0015 stegosaurus_annotation_0041
stop_sign_annotation_0016 stop_sign_annotation_0012
stop_sign_annotation_0050 stop_sign_annotation_0031
stop_sign_annotation_0011 stop_sign_annotation_0052
stop_sign_annotation_0006 stop_sign_annotation_0008
stop_sign_annotation_0020 stop_sign_annotation_0051
stop_sign_annotation_0021 stop_sign_annotation_0056
stop_sign_annotation_0012 stop_sign_annotation_0007
stop_sign_annotation_0016 stop_sign_annotation_0005
stop_sign_annotation_0064 stop_sign_annotation_0004
stop_sign_annotation_0040 stop_sign_annotation_0030
stop_sign_annotation_0031 stop_sign_annotation_0057
stop_sign_annotation_0016 stop_sign_annotation_0023
stop_sign_annotation_0063 stop_sign_annotation_0028
stop_sign_annotation_0046 stop_sign_annotation_0009
stop_sign_annotation_0045 stop_sign_annotation_0042
strawberry_annotation_0019 strawberry_annotation_0014
strawberry_annotation_0026 strawberry_annotation_0006
strawberry_annotation_0005 strawberry_annotation_0031
strawberry_annotation_0032 strawberry_annotation_0017
strawberry_annotation_0017 strawberry_annotation_0031
strawberry_annotation_0004 strawberry_annotation_0026
strawberry_annotation_0015 strawberry_annotation_0019
strawberry_annotation_0031 strawberry_annotation_0023
strawberry_annotation_0034 strawberry_annotation_0010
strawberry_annotation_0001 strawberry_annotation_0021
strawberry_annotation_0034 strawberry_annotation_0031
strawberry_annotation_0033 strawberry_annotation_0033
strawberry_annotation_0022 strawberry_annotation_0034
strawberry_annotation_0018 strawberry_annotation_0003
strawberry_annotation_0016 strawberry_annotation_0034
sunflower_annotation_0043 sunflower_annotation_0071
sunflower_annotation_0006 sunflower_annotation_0062
sunflower_annotation_0014 sunflower_annotation_0029
sunflower_annotation_0026 sunflower_annotation_0018
sunflower_annotation_0015 sunflower_annotation_0029
sunflower_annotation_0063 sunflower_annotation_0040
sunflower_annotation_0075 sunflower_annotation_0045
sunflower_annotation_0073 sunflower_annotation_0035
sunflower_annotation_0058 sunflower_annotation_0064
sunflower_annotation_0068 sunflower_annotation_0003
sunflower_annotation_0009 sunflower_annotation_0032
sunflower_annotation_0045 sunflower_annotation_0016
sunflower_annotation_0005 sunflower_annotation_0032
sunflower_annotation_0070 sunflower_annotation_0029
sunflower_annotation_0030 sunflower_annotation_0002
tick_annotation_0034 tick_annotation_0046
tick_annotation_0033 tick_annotation_0048
tick_annotation_0041 tick_annotation_0014
tick_annotation_0022 tick_annotation_0027
tick_annotation_0032 tick_annotation_0001
tick_annotation_0033 tick_annotation_0008
tick_annotation_0018 tick_annotation_0018
tick_annotation_0016 tick_annotation_0038
tick_annotation_0034 tick_annotation_0016
tick_annotation_0002 tick_annotation_0028
tick_annotation_0047 tick_annotation_0019
tick_annotation_0031 tick_annotation_0037
tick_annotation_0007 tick_annotation_0049
tick_annotation_0046 tick_annotation_0022
tick_annotation_0023 tick_annotation_0004
trilobite_annotation_0009 trilobite_annotation_0081
trilobite_annotation_0029 trilobite_annotation_0066
trilobite_annotation_0026 trilobite_annotation_0010
trilobite_annotation_0079 trilobite_annotation_0025
trilobite_annotation_0044 trilobite_annotation_0019
trilobite_annotation_0050 trilobite_annotation_0036
trilobite_annotation_0005 trilobite_annotation_0044
trilobite_annotation_0023 trilobite_annotation_0073
trilobite_annotation_0068 trilobite_annotation_0068
trilobite_annotation_0047 trilobite_annotation_0051
trilobite_annotation_0081 trilobite_annotation_0045
trilobite_annotation_0047 trilobite_annotation_0026
trilobite_annotation_0036 trilobite_annotation_0060
trilobite_annotation_0083 trilobite_annotation_0055
trilobite_annotation_0052 trilobite_annotation_0067
umbrella_annotation_0066 umbrella_annotation_0061
umbrella_annotation_0002 umbrella_annotation_0003
umbrella_annotation_0047 umbrella_annotation_0073
umbrella_annotation_0015 umbrella_annotation_0070
umbrella_annotation_0065 umbrella_annotation_0004
umbrella_annotation_0070 umbrella_annotation_0025
umbrella_annotation_0064 umbrella_annotation_0054
umbrella_annotation_0003 umbrella_annotation_0003
umbrella_annotation_0040 umbrella_annotation_0019
umbrella_annotation_0028 umbrella_annotation_0023
umbrella_annotation_0006 umbrella_annotation_0063
umbrella_annotation_0019 umbrella_annotation_0040
umbrella_annotation_0005 umbrella_annotation_0009
umbrella_annotation_0018 umbrella_annotation_0011
umbrella_annotation_0071 umbrella_annotation_0031
watch_annotation_0039 watch_annotation_0139
watch_annotation_0226 watch_annotation_0049
watch_annotation_0032 watch_annotation_0162
watch_annotation_0055 watch_annotation_0024
watch_annotation_0007 watch_annotation_0001
watch_annotation_0213 watch_annotation_0135
watch_annotation_0173 watch_annotation_0086
watch_annotation_0049 watch_annotation_0104
watch_annotation_0082 watch_annotation_0066
watch_annotation_0143 watch_annotation_0121
watch_annotation_0147 watch_annotation_0063
watch_annotation_0016 watch_annotation_0002
watch_annotation_0043 watch_annotation_0222
watch_annotation_0042 watch_annotation_0119
watch_annotation_0205 watch_annotation_0053
water_lilly_annotation_0033 water_lilly_annotation_0018
water_lilly_annotation_0005 water_lilly_annotation_0029
water_lilly_annotation_0020 water_lilly_annotation_0034
water_lilly_annotation_0007 water_lilly_annotation_0036
water_lilly_annotation_0036 water_lilly_annotation_0005
water_lilly_annotation_0035 water_lilly_annotation_0024
water_lilly_annotation_0019 water_lilly_annotation_0028
water_lilly_annotation_0007 water_lilly_annotation_0008
water_lilly_annotation_0027 water_lilly_annotation_0017
water_lilly_annotation_0029 water_lilly_annotation_0011
water_lilly_annotation_0018 water_lilly_annotation_0017
water_lilly_annotation_0031 water_lilly_annotation_0026
water_lilly_annotation_0031 water_lilly_annotation_0010
water_lilly_annotation_0022 water_lilly_annotation_0033
water_lilly_annotation_0029 water_lilly_annotation_0020
wheelchair_annotation_0054 wheelchair_annotation_0022
wheelchair_annotation_0028 wheelchair_annotation_0032
wheelchair_annotation_0023 wheelchair_annotation_0056
wheelchair_annotation_0041 wheelchair_annotation_0017
wheelchair_annotation_0045 wheelchair_annotation_0038
wheelchair_annotation_0054 wheelchair_annotation_0003
wheelchair_annotation_0004 wheelchair_annotation_0045
wheelchair_annotation_0047 wheelchair_annotation_0012
wheelchair_annotation_0010 wheelchair_annotation_0031
wheelchair_annotation_0050 wheelchair_annotation_0035
wheelchair_annotation_0008 wheelchair_annotation_0015
wheelchair_annotation_0030 wheelchair_annotation_0029
wheelchair_annotation_0050 wheelchair_annotation_0055
wheelchair_annotation_0035 wheelchair_annotation_0022
wheelchair_annotation_0017 wheelchair_annotation_0004
wild_cat_annotation_0021 wild_cat_annotation_0016
wild_cat_annotation_0006 wild_cat_annotation_0030
wild_cat_annotation_0022 wild_cat_annotation_0032
wild_cat_annotation_0013 wild_cat_annotation_0024
wild_cat_annotation_0024 wild_cat_annotation_0013
wild_cat_annotation_0002 wild_cat_annotation_0028
wild_cat_annotation_0012 wild_cat_annotation_0020
wild_cat_annotation_0021 wild_cat_annotation_0024
wild_cat_annotation_0034 wild_cat_annotation_0020
wild_cat_annotation_0016 wild_cat_annotation_0031
wild_cat_annotation_0009 wild_cat_annotation_0031
wild_cat_annotation_0002 wild_cat_annotation_0016
wild_cat_annotation_0020 wild_cat_annotation_0007
wild_cat_annotation_0002 wild_cat_annotation_0012
wild_cat_annotation_0032 wild_cat_annotation_0001
windsor_chair_annotation_0001 windsor_chair_annotation_0024
windsor_chair_annotation_0045 windsor_chair_annotation_0017
windsor_chair_annotation_0014 windsor_chair_annotation_0045
windsor_chair_annotation_0045 windsor_chair_annotation_0056
windsor_chair_annotation_0045 windsor_chair_annotation_0029
windsor_chair_annotation_0012 windsor_chair_annotation_0011
windsor_chair_annotation_0028 windsor_chair_annotation_0031
windsor_chair_annotation_0048 windsor_chair_annotation_0014
windsor_chair_annotation_0036 windsor_chair_annotation_0022
windsor_chair_annotation_0013 windsor_chair_annotation_0012
windsor_chair_annotation_0055 windsor_chair_annotation_0045
windsor_chair_annotation_0031 windsor_chair_annotation_0027
windsor_chair_annotation_0047 windsor_chair_annotation_0027
windsor_chair_annotation_0046 windsor_chair_annotation_0041
windsor_chair_annotation_0032 windsor_chair_annotation_0008
wrench_annotation_0038 wrench_annotation_0003
wrench_annotation_0029 wrench_annotation_0015
wrench_annotation_0025 wrench_annotation_0029
wrench_annotation_0022 wrench_annotation_0016
wrench_annotation_0009 wrench_annotation_0002
wrench_annotation_0035 wrench_annotation_0001
wrench_annotation_0021 wrench_annotation_0026
wrench_annotation_0017 wrench_annotation_0030
wrench_annotation_0031 wrench_annotation_0003
wrench_annotation_0028 wrench_annotation_0014
wrench_annotation_0039 wrench_annotation_0020
wrench_annotation_0024 wrench_annotation_0013
wrench_annotation_0007 wrench_annotation_0027
wrench_annotation_0006 wrench_annotation_0032
wrench_annotation_0007 wrench_annotation_0027
yin_yang_annotation_0056 yin_yang_annotation_0048
yin_yang_annotation_0039 yin_yang_annotation_0002
yin_yang_annotation_0035 yin_yang_annotation_0048
yin_yang_annotation_0060 yin_yang_annotation_0003
yin_yang_annotation_0004 yin_yang_annotation_0002
yin_yang_annotation_0006 yin_yang_annotation_0027
yin_yang_annotation_0058 yin_yang_annotation_0051
yin_yang_annotation_0025 yin_yang_annotation_0048
yin_yang_annotation_0042 yin_yang_annotation_0057
yin_yang_annotation_0025 yin_yang_annotation_0013
yin_yang_annotation_0060 yin_yang_annotation_0052
yin_yang_annotation_0051 yin_yang_annotation_0016
yin_yang_annotation_0015 yin_yang_annotation_0004
yin_yang_annotation_0025 yin_yang_annotation_0059
yin_yang_annotation_0023 yin_yang_annotation_0004
